id,wikipedia_id,url,question,correct,wrong1,wrong2,wrong3,wrong4,wrong5
915bbe91-1c8d-4de3-98a7-6d4a6279d4c7,919052,https://simple.wikipedia.org/wiki/David%20Irvine%20%28diplomat%29,When was David Irvine born?,10 January 1947,10 January 1946,10 January 1945,10 January 1948,10 January 1950,10 January 1949
375d8583-3625-4d77-8827-4264b9a51f34,1045120,https://simple.wikipedia.org/wiki/The%20New%20Celebrity%20Apprentice,What did the winning team receive for their charity?,Money,Prizes,Trophies,Points,Gift cards,Recognition
b953b34b-b35f-4c4c-914c-c99bd0049536,773904,https://simple.wikipedia.org/wiki/Kliment%20Voroshilov,Where was Kliment Voroshilov buried?,Kremlin Wall Necropolis,Novodevichy Cemetery,Tushino Cemetery,Vagankovo Cemetery,Poklonnaya Hill,Kuntsevo Cemetery
905e6180-0652-4276-959b-4bd372c916c6,851532,https://simple.wikipedia.org/wiki/Esperanto%20grammar,What is the infinitive form of the verb meaning 'to run'?,kuri.,kuras.,kuris.,kuros.,kurante.,kurinto.
3d88f6cb-740b-477a-a7fb-a72f496ad45b,188293,https://simple.wikipedia.org/wiki/Paul%20Williams%20%28songwriter%29,"In the film Phantom of the Paradise, what role did Paul Williams take on?",He wrote the music and starred in the film.,He directed the film and wrote the music.,He produced and starred in the film.,He acted as the main villain in the film.,He starred but did not contribute to the music.,He wrote the screenplay and starred in the film.
7d21365b-d17d-4548-83b3-efe976c31820,995970,https://simple.wikipedia.org/wiki/Hwa%20Chong%20Institution,What educational plan does Hwa Chong Institution operate under?,The Special Assistance Plan for bilingualism,The National Curriculum Framework,The English-Language Enhancement Program,The Cultural Immersion Initiative,The International Baccalaureate Framework,The Language Skills Development Scheme
2fbcdb47-b0d5-47c6-bd83-d6b84bf760f1,1043310,https://simple.wikipedia.org/wiki/Mystery%20Train,What inspired the creation of 'Mystery Train'?,Earlier songs,The life experiences of Junior Parker,Folk tales of the South,A popular novel,A movie soundtrack,A unique value of Memphis culture
8a3dcb21-4598-48e0-9de9-5def5959e5d8,854207,https://simple.wikipedia.org/wiki/Suzanne%20Mubarak,Who was the husband of Suzanne Mubarak?,Hosni Mubarak,Mohamed Morsi,Gamal Abdel Nasser,Abdel Fattah el-Sisi,Ali Mohsen al-Ahmar,Anwar Sadat
a93f8fe5-8965-4e04-8305-b4931c5deb36,755570,https://simple.wikipedia.org/wiki/Jim%20Ryun,What notable medal did Jim Ryun win at the 1968 Summer Olympics?,Silver medal in the 1500 m,Gold medal in the 1500 m,Bronze medal in the 1500 m,Silver medal in the 800 m,Gold medal in the 800 m,Bronze medal in the 800 m
8870d344-7c50-4ecb-a713-e90fb39918cf,550866,https://simple.wikipedia.org/wiki/Ghasem%20Rezaei,Which Olympic medal did Ghasem Rezaei win in 2012?,Gold medal,Silver medal,Bronze medal,Platinum medal,Copper medal,Diamond medal
3723189a-df0c-49d3-84c8-2568eb20ea47,166559,https://simple.wikipedia.org/wiki/Ernst%20R%C3%B6hm,What position did Röhm hold in the Nazi Party in January 1931?,Leader of the Sturmabteilung,Chancellor of Germany,Reichsminister,National Secretary,Deputy Führer,Commandant of the SS
00cc3b56-c48a-4b36-8ddc-6aaabe0fcd31,517939,https://simple.wikipedia.org/wiki/Doraemon%3A%20Nobita%27s%20Space%20Heroes,Which company distributed the movie?,Toho,Aniplex,Sony Pictures,Warner Bros.,Universal Pictures,Paramount Pictures
7e3537f4-8f36-417b-9137-e955719c3df6,252176,https://simple.wikipedia.org/wiki/Burley%20Park%20railway%20station,How long is Burley Park railway station from Headingley Stadium?,Ten minutes south,Five minutes north,Twenty minutes east,Ten minutes west,Fifteen minutes south,Twenty-five minutes south
b97684ca-2d8f-406c-85e6-fd90f0fe0b17,840359,https://simple.wikipedia.org/wiki/My%20Life%20%28Clinton%20autobiography%29,Who wrote the autobiography titled 'My Life'?,Bill Clinton,George W. Bush,Barack Obama,Ronald Reagan,Jimmy Carter,Richard Nixon
9e5a9bf0-b466-4a39-bb71-35eb2c2bebf2,732907,https://simple.wikipedia.org/wiki/Sue%20Cleaver,What reality show is Sue Cleaver currently participating in?,I'm a Celebrity...Get Me Out of Here!,Strictly Come Dancing,Big Brother,The Apprentice,Love Island,The Masked Singer
bc947979-9a80-4ff0-872f-0aced06c43e2,1035621,https://simple.wikipedia.org/wiki/Child%20slavery,What is a form of modern exploitation where children are treated as property?,Child slavery,Child labor,Child education,Child poverty,Child abuse,Child trafficking
7e4104f6-00c8-45c0-a6e3-85388f92c728,277742,https://simple.wikipedia.org/wiki/James%20Hutton,What does the excerpt state is required for land to be a permanent body?,Consolidation of masses and elevation from the sea.,Destruction of existing bodies and sinking into the sea.,Permanent flooding with continuous sea invasion.,Isolation and preservation in an arid environment.,Creation of artificial barriers using modern technology.,Magnetic reinforcements that defy natural laws.
889f9f2d-067b-49ab-af1a-04f025f82db8,860430,https://simple.wikipedia.org/wiki/Sex%20Discrimination%20Act%201975,Which of the following was protected under the Sex Discrimination Act?,Discrimination on the grounds of sex,Discrimination based on age,Discrimination based on income,Discrimination based on race,Discrimination based on religion,Discrimination based on political beliefs
16536132-e12f-4217-adaf-152400040a18,1020864,https://simple.wikipedia.org/wiki/Optare%20Olympus,How many axles did the double-decker bus body have options for?,2 or 3 axles,1 or 2 axles,3 or 4 axles,2 or 4 axles,1 or 3 axles,4 or 5 axles
b013c351-4cf3-46a2-b7d1-59388b3060de,274977,https://simple.wikipedia.org/wiki/Tony%20Hrkac,What was Hrkac's achievement with the Indianapolis Ice during the 1992–93 season?,Named league MVP,Scored the most goals,Led in assists,Won the championship,Set a scoring record,Served as captain
012dea03-0b4f-4629-b294-4cabaa12c352,914146,https://simple.wikipedia.org/wiki/Rupnagar,How is Rupnagar best described in relation to Mohali?,Part of its municipal council area,An entirely separate town,A rival urban area,A neighboring village,An isolated district,An unused territory
55a507b0-7d36-4de2-b1ad-2b0b9103b9a1,630517,https://simple.wikipedia.org/wiki/Khichdi%20%28TV%20series%29,Which character is portrayed by Anang Desai?,Tulsidas Parekh (Bapuji),Praful Parekh,Himanshu Seth,Jayashree Parekh,Rakesh Parekh,Harish Parekh
434e3bd5-d6aa-4e18-b25e-9c30020b0bfb,813616,https://simple.wikipedia.org/wiki/Terrence%20Scammell,Which of the following shows did Terrence Scammell NOT direct?,Gotham,Johnny Test,"Sagwa, the Chinese Siamese Cat",Rotten Ralph,Spaced Out,Dragon Hunters
6679a880-9291-4353-9550-dbd0710be4bd,869986,https://simple.wikipedia.org/wiki/Sang%20Tu%20Aahes%20Ka%3F,What is the name of the Marathi language series produced by Iris Productions?,Sang Tu Aahes Ka?,Sang Tu Aahes Kaun?,Sang Tu Aahes Kya?,Sang Tu Aahes Kahan?,Sang Tu Aahes Kaise?,Sang Tu Aahes Kab?
1ad057d3-757c-4854-92db-73fe893cf541,405420,https://simple.wikipedia.org/wiki/Sten%20%26%20Stanley,Which album was released by Sten & Stanley in 1985?,"Musik, dans & party","Dance, Music & Festival","Party, Music & Dance","Music, Dance & Fun","Musik, dans & fest","Musik, dans & party 1"
2f02d638-b658-4be7-b876-64d04105c22f,763241,https://simple.wikipedia.org/wiki/Theresa%20Klein,In which year did Theresa Klein compete in her last listed championship?,2009,2008,2007,2006,2005,2010
f04f44b7-2f03-41fe-bc3c-59aef5ec1571,74230,https://simple.wikipedia.org/wiki/Renewable%20energy%20commercialization%20in%20the%20United%20States,Which group of plants is described as the largest solar plant of any kind in the world?,SEGS group of plants,Nevada Solar One,Springerville Generating Station,California Solar Farms,Mojave Solar Project,Desert Sun Power Plant
8c11ab4c-b3cc-4098-9107-542623a15036,551339,https://simple.wikipedia.org/wiki/Cantor%27s%20diagonal%20argument,What does Cantor's diagonal argument demonstrate about the set T?,It demonstrates that the set T is uncountable.,It demonstrates that the set T is countable.,It demonstrates that the set T is finite.,It demonstrates that the set T is equivalent to the set of rational numbers.,It demonstrates that the set T cannot contain any binary sequences.,It demonstrates that the set T is limited to sequences of length 8.
f34b6756-46d3-451d-906a-461cf07d2ae5,822542,https://simple.wikipedia.org/wiki/Satish%20Sharma,During which years was Sharma a member of the Indian Parliament?,"1991 to 2004, and 2010 to 2016","1990 to 2000, and 2005 to 2010","1991 to 2002, and 2003 to 2015","1995 to 2005, and 2006 to 2016","1992 to 2003, and 2009 to 2014","1989 to 1994, and 1995 to 2000"
6f5db161-701f-4050-bbf0-b00452f0fa8f,962231,https://simple.wikipedia.org/wiki/Girls%20of%20Enghelab%20protests%20in%20Iran,What does article 639 of the Islamic Penal Code address?,Punishments for immorality or prostitution.,Regulations on educational institutions.,Laws regarding personal finance.,Rules governing public transportation.,Guidelines for media reporting.,Provisions for labor rights.
6aec6497-cd1f-4bec-9098-97a9dd17635f,18345,https://simple.wikipedia.org/wiki/Charles%20de%20Gaulle,What period is known as the Trente Glorieuses?,Thirty Glorious Years of economic growth between 1945 and 1974,Forty Glorious Years of political reform between 1945 and 1974,Thirty Glorious Years of military expansion between 1945 and 1974,Twenty Glorious Years of cultural development between 1945 and 1974,Thirty Glorious Years of technological advancement between 1945 and 1974,Thirty Glorious Years of social change between 1945 and 1974
16329bfd-eda9-4118-9f79-f30e3b96a5d0,654359,https://simple.wikipedia.org/wiki/Lewistown%2C%20Montana,In which part of Montana is Lewistown located?,Central Montana,Northern Montana,Southern Montana,Eastern Montana,Western Montana,Southwestern Montana
09db5607-8374-40c5-8229-5db3e67035b4,345063,https://simple.wikipedia.org/wiki/480%20BC,"What significant event took place on September 21, 480 BC?",The Persians sack Athens,The Greeks win a naval battle,Athens is abandoned,The walls of Athens are rebuilt,The Battle of Artemisium ends,The Olympic Games are held
3bb3c4d7-4860-4dd9-8617-8c9b0c190a06,865719,https://simple.wikipedia.org/wiki/Hardhead,How did the name 'hardhead' originate?,From the challenges faced by taxidermists.,From the bird's strong skull.,From its tough feathers.,From its breeding habits.,From its aggressive nature.,From its feeding style.
8d1c2483-3eb9-4097-9b03-c337881df163,546318,https://simple.wikipedia.org/wiki/2016%E2%80%9317%20Liga%20I,What happens to teams when they start the Championship round?,"Their points from the Regular season are halved, rounded upwards",They carry all points from the Regular season,Their points are doubled and then halved,They lose half their points straight away,They start with zero points,They swap points with other teams
7aea427d-396d-4278-9340-581b872506d2,457435,https://simple.wikipedia.org/wiki/Anders%20Jacobsson%20and%20S%C3%B6ren%20Olsson,What is the birth year of Anders Jacobsson?,1963,1965,1964,1962,1966,1961
400727e5-93c3-45b8-8b67-8b1d6e4a7a78,53591,https://simple.wikipedia.org/wiki/Bushranger,Which gang was among the last to operate before bushranging declined?,Kelly Gang led by Ned Kelly,Bushranger Gang led by John Dunn,Confederate Gang led by Frank Gardiner,Californian Gang led by Ben Hall,Outlaw Gang led by Dan Morgan,Iron Gang led by Captain Thunderbolt
d342b6b3-cee3-426d-9ab1-6278b3fefe5b,628325,https://simple.wikipedia.org/wiki/Huntington%20Park%2C%20California,What geographical area does Huntington Park occupy?,Southeastern Los Angeles County,Northwestern Los Angeles County,Central Los Angeles County,Southwestern Los Angeles County,Eastern Los Angeles County,Northern Los Angeles County
a12af5df-29e8-420b-9bb8-35bd660a2107,432950,https://simple.wikipedia.org/wiki/Madelyn%20Lee%20Payne,What profession did Madelyn Lee Payne's parents have?,Stern Methodist parents,Progressive Methodist parents,Liberal Methodist parents,Traditional Baptist parents,Non-denominational parents,Evangelical Christian parents
97c3a611-4de5-4785-b54e-b9dad8ff46a7,899685,https://simple.wikipedia.org/wiki/Elisabetta%20Casellati,What position did Elisabetta Casellati hold from 2018 to 2022?,President of the Italian Senate,Minister of Foreign Affairs,Prime Minister of Italy,Speaker of the House,President of the Republic,Deputy Minister of Justice
61710b2e-3271-4fd1-bf7b-39f9f38341ef,714854,https://simple.wikipedia.org/wiki/Black%20Sunday%20%28storm%29,What type of damage did Black Sunday cause?,Economic and agricultural damage,No significant impact,Cultural and artistic improvements,Major technological advancements,A surge in tourism,Increased wildlife activity
b491cdca-3d10-40d8-b541-9ee84b1f74b6,53335,https://simple.wikipedia.org/wiki/Stairs,Which component is part of the balustrade system?,Pickets.,Steps.,Doors.,Tiles.,Struts.,Windows.
b39c4a38-9e58-41b6-9e1d-fa83874a8aae,5237,https://simple.wikipedia.org/wiki/Angelina%20Jolie,Which of the following actors was married to Angelina Jolie?,Billy Bob Thornton,Matt Damon,Ben Affleck,Bradley Cooper,Owen Wilson,John Krasinski
b8b594fc-0bae-4b56-a753-ab3e11d3890f,10487,https://simple.wikipedia.org/wiki/The%20Bahamas,What was the primary language spoken in The Bahamas?,English,Spanish,French,Haitian Creole,Portuguese,Dutch
ba144b39-7512-40d6-9d16-e99bf8a0dfbb,78453,https://simple.wikipedia.org/wiki/Climatology,Who began the scholarly study of climate?,The Greeks.,The Romans.,The Egyptians.,The Persians.,The Chinese.,The Phoenicians.
f01adeec-f3db-4b38-b699-f9a90aa8a8d4,664335,https://simple.wikipedia.org/wiki/Jason%20X,How many stars did Roger Ebert give Jason X?,0.5 stars out of 4,1 star out of 5,2 stars out of 5,3 stars out of 4,2.5 stars out of 4,1 star out of 4
18699b18-fb02-45c2-90bd-ff2cc6b20dfb,13331,https://simple.wikipedia.org/wiki/Esperanto,Which letters are considered diacritics in Esperanto?,"ĉ, ĝ, ĥ, ĵ, ŝ, ŭ","é, ñ, ü, ß, ç","ä, ö, ü, ÿ, ŧ","ć, đ, ž, ŕ, ł","å, ø, Å, Ø, Ħ","â, ê, î, ô, û"
24619b4f-26ac-415e-8474-f841b9b0fa32,784070,https://simple.wikipedia.org/wiki/Michael%20Curry%20%28bishop%29,Who is the current presiding bishop of The Episcopal Church?,Michael Bruce Curry,John Thomas Anderson,Samuel Richards,David Samuelson,James William Brown,Charles Edward McCarthy
2adec266-a026-4ec7-89b0-a4e5a65cad3a,37204,https://simple.wikipedia.org/wiki/British%20Airways,How many passengers departed from Terminal 5 in 2011?,26.3 million,30 million,20 million,25 million,27 million,22 million
e4cd0cb9-7449-40dd-8f63-e4d96773e627,441119,https://simple.wikipedia.org/wiki/Connected,What genre does the song 'Connected' belong to?,Electronic pop,Classic rock,Jazz fusion,Hip hop,Country,Reggae
4bc7a46c-4d61-4608-bf99-14c0be3ef702,525183,https://simple.wikipedia.org/wiki/Benedict%20Anderson,When did Benedict Anderson pass away?,"December 13, 2015","January 1, 2016","November 30, 2015","December 1, 2015","October 15, 2015","February 20, 2015"
f5e0c726-7406-434c-8c18-2e2fb81b30ab,983162,https://simple.wikipedia.org/wiki/Indiana%20University%E2%80%93Purdue%20University%20Indianapolis,What city is IUPUI situated in?,Downtown Indianapolis,Central Indianapolis,North Indianapolis,West Indianapolis,East Indianapolis,Suburban Indianapolis
bb969851-0ac0-464b-b637-e3351bc07ce2,951150,https://simple.wikipedia.org/wiki/Myl%C3%A8ne%20de%20Zoete,What was Mylène de Zoete's first main senior international achievement?,bronze medal at the European Track Championships,silver medal at the World Track Championships,gold medal at the European Road Championships,participation in the Olympics,bronze medal at the World Cycling Championships,silver medal at the National Championships
f6321062-f8f7-459f-be15-6c271ccf4994,717627,https://simple.wikipedia.org/wiki/Coventry%20University,In what year did Coventry University become a university?,1992,1987,1970,2010,2017,1961
fb79b1f2-f7ba-469d-b01d-12a322d96f27,7183,https://simple.wikipedia.org/wiki/1949,"Which composer died on September 8, 1949?",Richard Strauss,Igor Stravinsky,Claude Debussy,Johann Sebastian Bach,Aaron Copland,Benjamin Britten
d147cfde-a7ba-413c-ad2a-d1ac78f9c86a,130229,https://simple.wikipedia.org/wiki/David%20Irons,What is David Irons' current role in football?,Manager of Greenock Morton,Coach of Falkirk FC,Centre-back for Clyde FC,Player-manager at Ayr United,Scout for Celtic FC,Assistant coach at Hibernian
29ed77dd-7e8f-45eb-93c9-516a3887a9ff,265673,https://simple.wikipedia.org/wiki/Black-headed%20weaver,Why do black-headed weavers not need to defend their territory?,Because the food is very common,Because they live solitary lives,Because they have few natural predators,Because they are highly social,Because they migrate frequently,Because they are aggressive towards others
c44c381f-74ec-4e4f-a9fe-dc6c0e273213,575425,https://simple.wikipedia.org/wiki/Clara%20Hughes,Clara Hughes was the first Canadian woman to win a medal in which sport?,Road cycling,Cross-country skiing,Track cycling,Speed skating,Marathon running,Mountain biking
12e66621-2d2d-49d3-81b6-acdaf8d37af9,973251,https://simple.wikipedia.org/wiki/J.%20Cole,What is the title of J. Cole's first studio album?,Cole World: The Sideline Story,The Sideline Story,Cole World: The Album,The Come Up,Born Sinner,KOD
32c2a27b-ff7c-4d74-865f-c593d5c9e791,300911,https://simple.wikipedia.org/wiki/Holy%20Land,What significant events are associated with the Holy Land in relation to Jesus?,"His birth, crucifixion, and resurrection",His teachings and miracles,His travels and parables,His baptism and ascension,His disciples and apostleship,His Sermon on the Mount
2d96e8fa-5a2c-450a-8dec-08d30201297e,9725,https://simple.wikipedia.org/wiki/January%2012,Which of the following was a famous athlete born in 1873?,Spiridon Louis,Jim Thorpe,Jesse Owens,Bobby Fischer,Babe Ruth,Pele
0f755a04-00bd-41f6-adb1-e7466ec9ba0f,453255,https://simple.wikipedia.org/wiki/Carrie%20Snodgress,On which date did Carrie Snodgress pass away?,1 April 2004,1 March 2004,2 April 2004,1 May 2004,31 March 2004,1 April 2003
dcf070fe-9229-455a-8f24-129903b9027a,917368,https://simple.wikipedia.org/wiki/Chika%20%28rapper%29,What is Chika's common name style?,Often written in capital letters,Often written in lowercase letters,Usually written in bold letters,Usually written in italics,Often written in a script font,Always written with a period
086de8da-c1c9-44e5-b36d-08036cccd58f,269155,https://simple.wikipedia.org/wiki/Googie,What is the term given to a type of architecture and art in the United States in the 20th century?,Googie,Brutalism,Art Deco,Minimalism,Victorian,Neoclassicism
fb7153e3-d2c9-4a75-a3cc-5c65fbf5424f,328877,https://simple.wikipedia.org/wiki/Giselle,Who produced Giselle in St. Petersburg in 1851?,Perrot,Marius Petipa,Titus,Nijinsky,Grisi,Deshayes
6355e86c-23d6-485c-a0f2-9d1ba5674abd,2161,https://simple.wikipedia.org/wiki/Switzerland,What sport was invented in St. Moritz?,Bobsleigh,Snowboarding,Ski jumping,Ice climbing,Alpine skiing,Curling
ad59b871-72c9-4881-9ce4-700429fec8c2,48644,https://simple.wikipedia.org/wiki/Lysergic%20acid%20diethylamide,What is the shorter name for lysergic acid diethylamide?,LSD,LSD-25,LSE,LSD-100,LSD-X,LAE
8bd21d05-df26-459e-91b9-228a57b01c97,173300,https://simple.wikipedia.org/wiki/Georgie%20Henley,What is the full name of the actress known for playing Lucy Pevensie?,Georgina Helen Henley,Georgina Sarah Henley,Georgia Helen Henley,Georgiana Helen Henley,Georgie Helen Henley,Georgina Henley Smith
11c54c70-5c44-4147-9321-7fbf442e95c9,1056868,https://simple.wikipedia.org/wiki/WAGR%20D%20class%20%281884%29,What modification occurred to the WAGR D class during its time with Bunning Bros.?,A tender was added.,It was painted in a new livery.,It received a new boiler.,The wheels were replaced.,The cab was enlarged.,It was converted to run on diesel.
bc6625f8-2a5d-497c-85d3-706291ab7016,889090,https://simple.wikipedia.org/wiki/Marly%20Gallardo,Which award did Marly Gallardo receive in 2020?,Forbes 30 Under 30: Art & Style,American Illustration: Best New Artist,Rhode Island School of Design Alumni Award,Young Artists Award 2020,Ecuadoran National Art Award,Global Digital Artists Award
2e146f9a-5e7a-47a7-8cb6-aa66ecdb21bb,853760,https://simple.wikipedia.org/wiki/2021%20Western%20North%20America%20heat%20wave,What was the highest temperature recorded in Canada during the heat wave?,49.6 °C (121.3 °F),50.0 °C (122.0 °F),48.5 °C (119.3 °F),52.1 °C (125.8 °F),47.9 °C (118.2 °F),45.6 °C (114.1 °F)
8b448ebe-84ec-47b9-910c-1484c9425de8,943426,https://simple.wikipedia.org/wiki/Farruko,What is the title of Farruko's 2015 album?,Visionary,Visionario,Visión de Futuro,Visión Global,Visionar,Visión de Éxito
82f228fd-60c5-470e-b059-be258055da09,975854,https://simple.wikipedia.org/wiki/Autumn%20%28Filippini%29,Which museum houses the painting 'Autumn'?,Museum Pinacoteca Tosio Martinengo,Museum of Modern Art,The Louvre,The British Museum,Uffizi Gallery,Museo del Prado
68dd244f-ba90-4bc3-a115-b77b7490eaf8,7158,https://simple.wikipedia.org/wiki/Feces,What is the most common color of human feces?,Brown,Dark green,Bright yellow,Black,Gray,Red
03f7f364-6c9d-4b32-95bb-a8401674771c,464250,https://simple.wikipedia.org/wiki/Ronald%20Reagan%201980%20presidential%20campaign,On what date did Reagan become the nominee of the Republican Party?,"July 17, 1980","November 13, 1979","January 20, 1981","August 10, 1980","December 15, 1980","May 5, 1980"
3edc8a19-2098-49ad-abd2-77e8ac5048eb,881633,https://simple.wikipedia.org/wiki/Alba%20Flores,Who was Alba Flores working with when she was asked to join La Casa de Papel?,Álex Pina,Pedro Almodóvar,Álex de la Iglesia,Fernando González Molina,Juan Antonio Bayona,Manuel Gómez Pereira
93352bb4-f158-4009-866c-ee6af1b4e8a8,451660,https://simple.wikipedia.org/wiki/John%20Vasconcellos,What political party was John B. Vasconcellos Jr. affiliated with?,Democratic Party,Republican Party,Independent Party,Libertarian Party,Green Party,Reform Party
ac57f5ac-ee53-455d-8d82-1ff38736537c,147247,https://simple.wikipedia.org/wiki/1995%20Atlantic%20hurricane%20season,What was one of the most powerful storms of the 1995 Atlantic hurricane season?,Hurricane Luis,Hurricane Marilyn,Hurricane Opal,Hurricane Tanya,Hurricane Roxanne,Hurricane Jerry
83a16d62-014e-4dbd-9fa9-9301e0c3a99a,260525,https://simple.wikipedia.org/wiki/Nickelodeon%20Kids%27%20Choice%20Awards,Are there awards that are no longer given in the Kids' Choice Awards?,"Yes, indicated by italics","No, all awards are current","Yes, but not specified","No, only past awards are mentioned","Yes, but they are all renamed","No, every category is ongoing"
e2c65957-61ce-4228-9842-8dd3789445d7,227644,https://simple.wikipedia.org/wiki/Phil%20Wachsmann,Phil Wachsmann is primarily known as a performer in which music scene?,Free jazz,Jazz fusion,Smooth jazz,Swing,New age music,Latin jazz
8899c202-92c8-45fd-9ed1-239ca8bd7b51,535830,https://simple.wikipedia.org/wiki/Congressional%20Apportionment%20Amendment,What did Virginia's ratification resolution propose?,An amendment to secure a minimum size for the House of Representatives.,An amendment to limit the power of state governments.,An amendment to increase the voting age to 21.,An amendment to eliminate the Senate.,An amendment to require term limits for congressmen.,An amendment to allow for direct election of senators.
871b24b0-2b8b-4756-8e9e-323ac76ab770,800333,https://simple.wikipedia.org/wiki/Tail%20Spin,What year was the movie 'Tail Spin' released?,1939,1929,1949,1935,1943,1937
8565d58d-b13b-45f4-856d-7a81e3f0507f,465260,https://simple.wikipedia.org/wiki/Besmilr%20Brigham,When was Besmilr Brigham born?,"September 28, 1913","September 28, 1915","September 30, 1913","September 28, 1912","September 28, 1910","September 29, 1913"
96980c18-746e-404a-ac0b-f23dc9a1a021,906224,https://simple.wikipedia.org/wiki/Feuersch%C3%BCtzenbostel,Who authored the book that mentions Feuerschützenbostel?,Franz Rathmann,Hans Müller,Klaus Schmidt,Peter Becker,Jürgen Vogel,Michael Fischer
1b91e8f9-3907-42f7-9fca-182eb7b456b3,365368,https://simple.wikipedia.org/wiki/Steve%20Forrest,Where did Steve Forrest die?,"Thousand Oaks, California","Los Angeles, California","San Francisco, California","Santa Monica, California","Sacramento, California","Orange County, California"
50fdda9b-0197-4e81-9b19-4d0c38c15ccc,705428,https://simple.wikipedia.org/wiki/Varieties%20of%20Chinese,What is the basis for Standard Chinese?,Beijing dialect,Shanghai dialect,Cantonese dialect,Taiwanese dialect,Hakka dialect,Sichuan dialect
60f3d63f-82e2-45c8-969d-35f6b17ccc19,658248,https://simple.wikipedia.org/wiki/Branko%20Gr%C3%BCnbaum,In which year was Branko Grünbaum born?,1929,1931,1925,1935,1940,1927
ef142258-7eb4-406a-a240-45da3524e088,1055326,https://simple.wikipedia.org/wiki/Pseudophilautus%20oxyrhynchus,What did scientists find when they looked for the frog later?,No more frogs,Many frogs,A few frogs,Same number of frogs,Different species,Frog eggs
5df42972-b14a-429d-ae1a-0c9213d4d3be,568324,https://simple.wikipedia.org/wiki/Willow%20Shields,How old was Willow Shields when she competed on Dancing with the Stars?,14,15,16,13,12,17
9f8e5488-7f9d-4c29-82d0-0dc0006044ae,980803,https://simple.wikipedia.org/wiki/Pascale%20Vandegeerde,What was Pascale Vandegeerde's age at the time of her death?,64,62,65,61,63,66
eba6074d-15fe-4939-9000-bbc37e3bf6bd,872918,https://simple.wikipedia.org/wiki/Darlington%20Probation%20Station,What type of discipline was practiced at Darlington Probation Station?,Strict rules and division of convicts according to behavior,Flexible guidelines allowing convicts personal freedoms,Reward-based systems for good conduct and early release,Self-governed community living with minimal oversight,Encouragement of education without punishment methods,Mentorship programs with local citizens for rehabilitation
aba315a0-14f0-4229-8e80-1156b9509df5,594164,https://simple.wikipedia.org/wiki/Gene%20Sharp,What was Gene Sharp's primary area of study?,Nonviolent action,Political resistance,Peaceful protest,Civil disobedience,Democratic theory,Social justice
e0421c76-8eb6-4b03-9d76-f17ba1a41b04,444483,https://simple.wikipedia.org/wiki/Jonathan%20Schell,When was Jonathan Schell born?,"August 21, 1943.","July 15, 1940.","December 10, 1945.","March 8, 1942.","January 1, 1943.","September 25, 1944."
d09a6530-31d6-4524-8111-158dc6f57099,328877,https://simple.wikipedia.org/wiki/Giselle,Which term refers to a simple leaping step in Giselle?,Jeté,Pas de bourrée,Chassé,Sisonne,Ballotté,Pirouette
68f41548-3a1d-42fb-aa13-47e5a6881344,48203,https://simple.wikipedia.org/wiki/Battle%20of%20Bosworth%20Field,Who was the Lancastrian leader at the Battle of Bosworth Field?,Henry Tudor.,Edward IV.,Henry VI.,Richard III.,Henry VIII.,Edward V.
e0fa81dd-7f9f-4be1-b174-699b89b5616d,235353,https://simple.wikipedia.org/wiki/Smoke%20grenade,What is a civilian use of smoke bombs?,To make large clouds of colored smoke,To create loud sounds for events,To produce heat for warmth in cold weather,To illuminate outdoor areas during gatherings,To disperse gatherings during celebrations,To create visible signals for communication
8300426a-5303-4b40-ae62-42546625477b,701908,https://simple.wikipedia.org/wiki/48%20Hrs.,What is the primary genre of 48 Hrs.?,Buddy cop action comedy,Horror thriller,Drama romance,Science fiction adventure,Historical drama,Musical comedy
5fcb97cd-240c-467b-a7ec-4fe4e6d10bd8,14393,https://simple.wikipedia.org/wiki/Franco%20Cerri,What nickname is sometimes associated with Franco Cerri?,The most authoritative Italian guitarist in jazz,The Jazz King of Italy,The Italian Guitar Hero,The Maestro of Jazz Guitar,The Jazz Ambassador of Italy,The Father of Italian Jazz
98dc4e2a-659f-43be-88e3-cf682c532c50,647039,https://simple.wikipedia.org/wiki/Marama%20Fox,Who did Marama Fox co-lead with?,Te Ururoa Flavell,Tariana Turia,Metiria Turei,David Parker,Andrew Little,Winston Peters
9af00783-1825-41a6-a71d-19170a29ab41,683403,https://simple.wikipedia.org/wiki/Peter%20van%20Gestel,What genre did Peter van Gestel primarily write in?,Children's literature,Science fiction,Historical fiction,Poetry,Adult fiction,Non-fiction
03f17099-5f8a-46a2-9665-f66c26fc7942,301705,https://simple.wikipedia.org/wiki/Schistosomiasis,What kind of water bodies are the parasites associated with?,Freshwater,Saltwater,Brackish water,Polluted water,Hot springs,Ice-covered lakes
85983f8f-951d-442a-9cf2-9db536a260d1,665771,https://simple.wikipedia.org/wiki/Shuklaphanta%20National%20Park,What body of water forms the eastern boundary of Shuklaphanta National Park?,Syali River.,Ganga River.,Yamuna River.,Brahmaputra River.,Narmada River.,Karnali River.
ac09da0e-d061-41a0-8063-dd3355dea266,227400,https://simple.wikipedia.org/wiki/Alice%20%28song%29,Who was the producer of the song 'Alice'?,Butch Walker,Dr. Luke,Max Martin,Rick Rubin,David Guetta,Timbaland
